timestamp_ns,timestamp_s,timestamp_readable,expected_x,expected_y,expected_z,swerve_x,swerve_y,swerve_z,turtlebot3_x,turtlebot3_y,turtlebot3_z
1747048484300252824,1747048484.300253,2025-05-12 11:14:44.300,1.0,0.0,0.0,0.9745270710649964,-0.05892328307221323,0.11064457020632504,0.9543055766468981,-0.5447494689151431,0.0
1747048512053466675,1747048512.053467,2025-05-12 11:15:12.053,1.0,0.0,0.0,0.9749411404646675,-0.3670690940039238,0.10375305091804765,0.9588503501502696,-0.8628665999297465,0.0
1747048524680064180,1747048524.680064,2025-05-12 11:15:24.680,1.0,0.0,0.0,0.9674632264248869,-0.5794562773141291,0.11248070269306056,0.9645342825014936,-1.1250977930532229,0.0
1747048537532939635,1747048537.532939,2025-05-12 11:15:37.532,1.0,0.0,0.0,0.9809854655555741,-0.8232059510088761,0.10552896246404041,0.9871671665145287,-1.3875774781889634,0.0
1747048550179255134,1747048550.179255,2025-05-12 11:15:50.179,1.0,-3.0,0.0,0.9937130617455356,-1.0974717294605836,0.11519454759004939,1.0061233641747838,-1.657759216709647,0.0
1747048563019769593,1747048563.019770,2025-05-12 11:16:03.019,1.0,-3.0,0.0,1.0146310619150354,-1.4104362280999645,0.119997841972492,1.0172796822019476,-1.9210975626162614,0.0
1747048575841958757,1747048575.841959,2025-05-12 11:16:15.841,1.0,-3.0,0.0,1.02894888882374,-1.6077993812936802,0.12188612160193871,1.0415810436232373,-2.1625451010284826,0.0
1747048588460798807,1747048588.460799,2025-05-12 11:16:28.460,1.0,-3.0,0.0,1.0462512407552886,-1.882023543707577,0.1289836866830877,1.0433457992335597,-2.4040265587582463,0.0
1747048601341200426,1747048601.341200,2025-05-12 11:16:41.341,1.0,-3.0,0.0,1.0439403491498063,-2.134531168921672,0.1356327377727931,1.053761182097373,-2.644939697525765,0.0
1747048614189695356,1747048614.189695,2025-05-12 11:16:54.189,1.0,-3.0,0.0,1.03915946019633,-2.3334216465883126,0.15326848949285002,1.0541734118014598,-2.8853451439788644,0.0
