timestamp_ns,timestamp_s,timestamp_readable,expected_x,expected_y,expected_z,swerve_x,swerve_y,swerve_z,turtlebot3_x,turtlebot3_y,turtlebot3_z
1747048770457839564,1747048770.457840,2025-05-12 11:19:30.457,1.0,0.0,0.0,1.0409448574817903,-0.03401786453200367,0.10664570241451722,0.9860135266640875,-0.5134128399464362,0.0
1747048774840469304,1747048774.840469,2025-05-12 11:19:34.840,1.0,0.0,0.0,1.0409127615286797,-0.03401418791417643,0.10664570241451726,0.9439126050134287,-0.45909357785291,0.0
1747048823431263522,1747048823.431263,2025-05-12 11:20:23.431,1.0,0.0,0.0,1.0011499485804225,-0.03175518199688793,0.10651596936910816,0.9798716683300962,-0.516755057240525,0.0
1747048862772974806,1747048862.772975,2025-05-12 11:21:02.772,1.0,0.0,0.0,1.0155302735714242,-0.20246099103207715,0.11056914399564508,0.97173950766963,-0.7978070991901911,0.0
1747048875972673773,1747048875.972674,2025-05-12 11:21:15.972,1.0,0.0,0.0,0.9988467502947399,-0.5716636343023662,0.11283031803821678,0.9635636865202917,-1.06965347934023,0.0
1747048888277517195,1747048888.277517,2025-05-12 11:21:28.277,1.0,0.0,0.0,0.9992637063277401,-0.7999209285221643,0.12491288378714036,0.9878951493797935,-1.3640178307423196,0.0
1747048901086630580,1747048901.086631,2025-05-12 11:21:41.086,1.0,-3.0,0.0,1.0313525863842237,-1.079167941939651,0.1323947924836825,0.9784656169505825,-1.6335962593264775,0.0
1747048913723894523,1747048913.723895,2025-05-12 11:21:53.723,1.0,-3.0,0.0,1.0130847244142185,-1.322250111932516,0.15169662961658606,0.9712550121871205,-1.9102079011671882,0.0
1747048926579678623,1747048926.579679,2025-05-12 11:22:06.579,1.0,-3.0,0.0,1.0152636581157373,-1.6172464217216413,0.15814752095548568,0.9853098863120056,-2.181401181428401,0.0
1747048939466051793,1747048939.466052,2025-05-12 11:22:19.466,1.0,-3.0,0.0,1.031834810501174,-1.870048481405634,0.1683976133569645,0.976761582508573,-2.4305465682272738,0.0
1747048952288550419,1747048952.288550,2025-05-12 11:22:32.288,1.0,-3.0,0.0,1.0169879011455112,-2.1593794032793725,0.18321289121650883,0.9774452299842668,-2.670384604556798,0.0
1747048965116951478,1747048965.116951,2025-05-12 11:22:45.116,1.0,-3.0,0.0,1.0130519189958933,-2.3949548464560264,0.19767542904609595,0.9497624330824403,-2.910869353657712,0.0
