timestamp_ns,timestamp_s,timestamp_readable,expected_x,expected_y,expected_z,swerve_x,swerve_y,swerve_z,turtlebot3_x,turtlebot3_y,turtlebot3_z
1748861627690724917,1748861627.690725,2025-06-02 17:53:47.690,-0.6,0.0,0.0,-0.45089358613746877,0.009046095523563162,0.1442199157354176,0.05131468733542313,-0.002627897552639728,0.0
1748861628286813204,1748861628.286813,2025-06-02 17:53:48.286,-0.6,0.0,0.0,-0.44578358552586156,0.012812432201329438,0.14612853120728764,0.10443888592237593,-0.0024447742142382225,0.0
1748861628694559422,1748861628.694560,2025-06-02 17:53:48.694,-0.6,0.0,0.0,-0.45054273552451385,0.01646724396001714,0.15075928627629237,0.1503262339044939,0.00011725071051467317,0.0
1748861629086719665,1748861629.086720,2025-06-02 17:53:49.086,-0.6,0.0,0.0,-0.40946043179480623,0.022262713292724334,0.1416924957307266,0.19674741564164416,0.0007329586314852505,0.0
1748861629478114947,1748861629.478115,2025-06-02 17:53:49.478,1.0,0.0,0.0,-0.2861285534277996,0.013765947954012437,0.1250855361725129,0.2480116375783378,0.0019452136988446708,0.0
1748861629892830657,1748861629.892831,2025-06-02 17:53:49.892,1.0,0.0,0.0,-0.21738155425028247,0.010032635244962085,0.12083332352003182,0.304591842625845,0.001222800569944327,0.0
1748861630279767179,1748861630.279767,2025-06-02 17:53:50.279,1.0,0.0,0.0,-0.20291566738866423,0.005155528972049368,0.12428853531660523,0.3651765139629812,0.0036112889123808573,0.0
1748861630682795046,1748861630.682795,2025-06-02 17:53:50.682,1.0,0.0,0.0,-0.19837432852507114,0.015183905117632462,0.12452271937019022,0.42747673562356875,0.005386759574801732,0.0
1748861631092073924,1748861631.092074,2025-06-02 17:53:51.092,1.0,0.0,0.0,-0.1304422783954376,0.013336144933122017,0.12275543548048637,0.49777698000842807,0.00643847722077375,0.0
1748861631479967573,1748861631.479968,2025-06-02 17:53:51.479,1.0,0.0,0.0,-0.0045777487730796484,0.010519261818191511,0.10647186202246106,0.5717139071560086,0.008660073969545313,0.0
1748861631889100082,1748861631.889100,2025-06-02 17:53:51.889,1.0,0.0,0.0,0.1432682828884297,0.015631031013189665,0.07573917609690856,0.6408430256394393,0.01399612086624532,0.0
1748861632292463595,1748861632.292464,2025-06-02 17:53:52.292,1.0,0.0,0.0,0.13938288904845475,0.007524774617192551,0.08577886284319813,0.7115860083862899,0.01923778015251716,0.0
1748861632686247091,1748861632.686247,2025-06-02 17:53:52.686,1.0,0.0,0.0,0.14620469493187271,0.004292662574326487,0.09196457789754131,0.7811564588630735,0.023805943941002147,0.0
1748861633086931930,1748861633.086932,2025-06-02 17:53:53.086,1.0,0.0,0.0,0.21000651184965857,0.013270614035838882,0.08059722856589799,0.849542908556155,0.029644006534839697,0.0
1748861633508077761,1748861633.508078,2025-06-02 17:53:53.508,1.0,0.0,0.0,0.36113931050063036,0.013700183640007009,0.04978719405266997,0.9192629634109863,0.03397664798782585,0.0
1748861635294124538,1748861635.294125,2025-06-02 17:53:55.294,1.0,0.0,0.0,0.5044840665857351,0.05580666533406371,-0.007806181137905682,0.9378603642487628,0.035114582353553345,0.0
1748861637686317858,1748861637.686318,2025-06-02 17:53:57.686,1.0,0.0,0.0,1.00393407878921,-0.0356933236711533,-0.35141700814812815,0.9435412088674593,0.03742680170286011,0.0
1748861640690652364,1748861640.690652,2025-06-02 17:54:00.690,1.0,0.0,0.0,1.003424514563599,-0.04210134892559181,-0.34253145292435005,0.9439061452625311,0.03649659993765023,0.0
1748861641289919398,1748861641.289919,2025-06-02 17:54:01.289,1.0,0.0,0.0,1.0183380698030762,-0.022300184339074103,-0.2924694015415544,0.943411355829543,0.036370231499276796,0.0
1748861641708563110,1748861641.708563,2025-06-02 17:54:01.708,1.0,0.0,0.0,1.0879464374463073,-0.20379108338922425,0.07328794548338352,0.9496485465502794,0.03694197525506027,0.0
1748861642085363747,1748861642.085364,2025-06-02 17:54:02.085,1.0,0.0,0.0,0.9855012276570201,-0.587273727234695,0.15080436999969474,0.9518241254650748,0.038222782005347365,0.0
1748861642488038300,1748861642.488038,2025-06-02 17:54:02.488,1.0,0.0,0.0,0.9915595815124354,-0.5944422775963474,0.14991288569147243,0.9473470834198274,0.040362872525301144,0.0
1748861642680967091,1748861642.680967,2025-06-02 17:54:02.680,1.0,0.0,0.0,0.9928620933111297,-0.5973736760120588,0.15129456765747754,0.9472107172672545,0.03905928963173953,0.0
1748861643147607243,1748861643.147607,2025-06-02 17:54:03.147,1.0,0.0,0.0,1.0011266752249888,-0.5984871187845981,0.15392692856701104,0.9444108533862883,0.042272687752503084,0.0
1748861643333578210,1748861643.333578,2025-06-02 17:54:03.333,1.0,0.0,0.0,1.0001874079108828,-0.6327909380476734,0.14802350902456268,0.9439529476793024,0.04270569100379051,0.0
1748861643788505463,1748861643.788505,2025-06-02 17:54:03.788,1.0,0.0,0.0,0.9963386598222042,-0.7576154067535967,0.1492333195584441,0.9428573239519634,0.04119453620394841,0.0
1748861644150355530,1748861644.150355,2025-06-02 17:54:04.150,1.0,0.0,0.0,0.9968735083840684,-0.905453726121678,0.14496877911663092,0.9423849395175469,0.04093083476767751,0.0
1748861644534713711,1748861644.534714,2025-06-02 17:54:04.534,1.0,0.0,0.0,0.9964372684073814,-0.9014308823602002,0.14470407607712826,0.9465583472730769,-0.011669544268363937,0.0
1748861644732848352,1748861644.732848,2025-06-02 17:54:04.732,1.0,0.0,0.0,0.9957910095782527,-0.91316309030179,0.14603469917644327,0.9465729903482901,-0.07370601663273064,0.0
1748861645138044488,1748861645.138044,2025-06-02 17:54:05.138,1.0,0.0,0.0,0.9953757419848894,-0.9118926931814443,0.14744175716430702,0.9460002484178572,-0.12280767050623052,0.0
